file,tag,new_requiredMemes,indicators_matched,notes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.ATTEND_LECTURE,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.OBSERVE_MASTER_WORK,heat.industrial|fire.control|comm.language.written|org.workshop_practice,R5:location:forge|R5:text:FORGE|R6:location:workshop,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.RUN_EXPERIMENT,fire.control|comm.language.written|tech.tool.use_basic,R5:text:FORGE|R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.FIELD_RESEARCH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.GATHER_ORAL_TRADITIONS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.CROSSCHECK_SOURCES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.CATALOGUE_ARCHIVE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.MAP_TERRITORY,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.COMPILE_HANDBOOK,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.TEACH_SEMINAR,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:workshop,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.DEBATE_THEORY,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.OPEN_SCHOLARS_CIRCLE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/knowledge.ts,KnowledgeActionTag.SEAL_SECRET_KNOWLEDGE,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:wax|R4:trade:seal,
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.DECLARE_LAW,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.HOLD_TRIAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.PASS_JUDGMENT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.PUNISH_OFFENDER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.GRANT_PARDON,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.COLLECT_FINE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.DRAFT_CODE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.SWEAR_OATH,culture.vigil_ritual|cog.timekeeping.basic,R2:location:temple,
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,ActionTags.ISSUE_DECREE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/law.ts,LawActionTag.REPORT_CRIME,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.ENDOW_MEMORIAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.COMMISSION_CHRONICLE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.FOUND_SCHOLARSHIP,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.TRAIN_HEIR_APPRENTICE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.DONATE_MASTER_TOOLS,comm.language.written|tech.tool.use_basic,R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.ESTABLISH_HOUSE_SIGIL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.CREATE_FAMILY_ARCHIVE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.BUILD_PUBLIC_LIBRARY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.RECORD_LIFE_TREATISE,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink|R6:text:RECORD,
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.PLANT_SACRED_GROVE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.ENDOW_TEMPLE_ALTAR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.CREATE_FOUNDATION,comm.language.written,R3:text:BOARD,
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.SET_SUCCESSION_CHART,comm.language.written,R3:text:CHART,
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.ENGRAVE_DEEDS_STELE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.BURY_TIME_CHEST,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/legacy.ts,LegacyActionTag.INAUGURATE_ANNUAL_REMEMBRANCE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.COURTSHIP_VISIT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.EXCHANGE_TOKENS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.WRITE_POEM_OR_SONG,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.PROTECTIVE_GESTURE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.SHARED_TASK_HELP,comm.language.written|tech.tool.use_basic,R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.CARE_WHEN_ILL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.RESOLVE_QUARREL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.PLEDGE_PARTNERSHIP,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund|econ.deposit_contract,R3:location:hall|R4:text:PLEDGE|R4:text:PLEDGE,
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.PLAN_FUTURE_HOME,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.MEET_EACH_OTHERS_FAMILY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.DANCE_PAIR_GATHERING,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.PRIVATE_WALK_CHAPERONED,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.SUPPORT_PERSONAL_GOAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.DEFEND_REPUTATION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.REMEMBER_ANNIVERSARY,comm.language.written,R6:text:MARK,
backend/src/rps/domain/social/from-gpt/actions-by-need/love.ts,LoveActionTag.SURPRISE_KIND_ACT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.SWEAR_FEALTY,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.RENEW_OATH,culture.vigil_ritual|cog.timekeeping.basic,R2:location:temple,
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.OBEY_ORDER_PROMPTLY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.DEFEND_LEADER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.ESCORT_LEADER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.PROTECT_LEADER_KIN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,ActionTags.REFUSE_BRIBE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.INFORM_LEADER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.VOLUNTEER_DANGEROUS_TASK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.CARRY_BANNER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.PAY_EXTRA_TITHE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.DENOUNCE_TRAITOR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.KEEP_LEADER_SECRETS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.REINFORCE_MORALE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.GUARD_LEADER_SLEEP,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/loyalty.ts,LoyaltyActionTag.PARTICIPATE_BODYGUARD_ROTATION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.PRACTICE_DRILLS,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.STUDY_TREATISE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.APPRENTICE_UNDER_MASTER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.COMPLETE_APPRENTICE_TASK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,ActionTags.MENTOR_JUNIOR,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.BUILD_TRAINING_RIG,comm.language.written|tech.tool.use_basic,R6:trade:tools|R6:trade:TOOLS,
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.ANALYZE_FAILURES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.FIELD_TEST_TECHNIQUE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.MASTER_CLASS_DEMO,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.GUILD_EXAM_ATTEMPT,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.SPECIALIZE_BRANCH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.RECORD_KNOWLEDGE_SCROLL,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink|R6:text:RECORD,
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.OPTIMIZE_WORKFLOW,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.LEARN_FROM_RIVAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.RITUAL_OF_FOCUS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mastery.ts,MasteryActionTag.CRAFT_SIGNATURE_WORK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.LISTEN_MUSIC,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R2:location:hearth|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.TELL_JOKES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.SHARE_MEAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.LIGHT_HEARTH,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.DECORATE_SPACE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,ActionTags.CELEBRATE_SMALL_WIN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.GRATITUDE_RITUAL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.MINDFUL_BREATHING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.STROLL_SCENIC,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.PLAY_GAMES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.DANCE_GATHERING,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.STORYTELL_FIRESIDE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.CLEAN_LIVING_SPACE,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.SUNLIGHT_EXPOSURE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.PET_INTERACTION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/mood.ts,MoodActionTag.GIFT_SMALL_TOKEN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.RALLY_SPEECH,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:location:yard|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.CELEBRATE_SMALL_WIN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.ISSUE_COMMENDATION_TOKEN,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:ribbon,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.BANNER_RAISING,health.sanitation_norms|health.waste_handling|culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R1:location:square|R2:location:gate|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.SHARED_SONG_AT_WORK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.REST_DAY_ROTATION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.WARM_MEAL_DISTRIBUTION,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.FIRE_HEARTH_GATHER,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth,R2:location:hearth|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.TEAM_GAME_SPORT,health.sanitation_norms|health.waste_handling,R1:location:yard,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.LETTERS_FROM_HOME_READING,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth,R2:location:hearth|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.HONOR_FALLEN_RITES,culture.vigil_ritual|cog.timekeeping.basic,R2:location:memorial|R2:location:temple,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.SUCCESS_TALLY_BOARD,comm.language.written|record.ledgerkeeping|cog.number_concept,R3:text:BOARD|R3:text:TALLY|R3:trade:chalk|R3:text:TALLY|R3:text:TALLY|R6:trade:chalk,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.PAIR_NEW_WITH_VETERAN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.HOPE_STORIES_SHARING,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R2:location:hearth|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.CLEAN_AND_DECORATE_COMMONS,health.sanitation_norms|health.waste_handling,R1:text:CLEAN,
backend/src/rps/domain/social/from-gpt/actions-by-need/morale.ts,MoraleActionTag.SET_SYMBOLIC_GOAL_MARKER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.MARKET_MEET_AND_GREET,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.LETTER_OF_INTRODUCTION,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund,R3:trade:parchment|R3:trade:ink|R4:trade:wax|R4:trade:parchment|R4:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.HOST_GUEST_MERCHANT,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth,R2:location:hearth|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.RECIPROCAL_FAVORS_LEDGER,comm.language.written|record.ledgerkeeping,R3:trade:parchment|R3:trade:ink|R3:text:LEDGER|R6:trade:parchment|R6:trade:ink|R6:text:LEDGER,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.GUILD_GREETING_RITUAL,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:workshop|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.SHARED_TOOLS_LIBRARY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.ESCORT_CARAVAN,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.COUNCIL_OF_NEIGHBORS,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.HOST_CRAFT_SALON,comm.language.written|org.workshop_practice,R3:location:hall|R6:location:workshop,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.PATRON_SPONSORSHIP,comm.language.written,R6:text:MARK,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.NOTICE_BOARD_INTROS,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R1:text:NOTICE|R1:text:BOARD|R1:text:POSTED|R3:text:BOARD|R3:location:hall|R3:location:square|R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.FESTIVAL_OF_ALLIANCES,health.sanitation_norms|health.waste_handling|comm.language.written,R1:location:square|R3:location:hall|R3:location:square,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.MESSENGER_EXCHANGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.SKILL_BARTER_DAY,health.sanitation_norms|health.waste_handling|comm.language.written|org.duty_roster|org.workshop_practice,R1:location:yard|R3:location:hall|R3:text:ROSTER|R6:location:guild_hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.MUTUAL_DEFENSE_PLEDGE,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund|econ.deposit_contract,R3:location:hall|R4:text:MUTUAL_AID|R4:text:PLEDGE|R4:text:PLEDGE,
backend/src/rps/domain/social/from-gpt/actions-by-need/network.ts,NetworkActionTag.TRADE_ROUTE_MAPPING,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.POST_HOUSE_RULES,comm.language.written,R3:text:BOARD|R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.LAY_FLOOR_MARKS,comm.language.written|record.ledgerkeeping|cog.number_concept,R3:trade:chalk|R3:text:MARKS|R3:text:MARKS|R6:trade:chalk,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.APPOINT_STEWARD,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.DAILY_TIDY_PASS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.INVENTORY_SHELVING,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.QUEUE_LINE_FORMATION,culture.vigil_ritual|cog.timekeeping.basic|comm.language.written,R2:location:gate|R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.STANDARD_BOX_LABELS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.SCHEDULE_BELLS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.SORT_INBOX_OUTBOX,comm.language.written,R3:location:hall,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.MAP_TERRITORY_PLOTS,comm.language.written,R3:trade:parchment|R3:trade:ink|R6:trade:parchment|R6:trade:ink,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.ROTATION_ROTA_BOARD,comm.language.written,R3:text:BOARD|R3:trade:chalk|R6:trade:chalk,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.LOST_FOUND_STATION,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.DISPUTE_QUEUE_TOKENS,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:tokens,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.CLEAN_RECORDS_ARCHIVE,health.sanitation_norms|health.waste_handling|comm.language.written,R1:text:CLEAN|R3:trade:parchment|R6:trade:parchment,
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.ONE_WAY_WALKWAYS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/order.ts,OrderActionTag.WASTE_SEPARATION_POINTS,health.sanitation_norms|health.waste_handling|tech.tool.use_basic,R1:text:WASTE|R1:trade:lime,
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.FORMALIZE_CHAIN_OF_COMMAND,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.APPOINT_OFFICERS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.DELEGATE_AUTHORITY,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.ISSUE_DECREE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.CONVENE_PRIVY_COUNCIL,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.CONTROL_KEY_RESOURCES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.GRANT_PRIVILEGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.REVOKE_PRIVILEGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.ESTABLISH_INTELLIGENCE_NETWORK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.ENFORCE_TAX_OR_TITHE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.APPOINT_JUDGES,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.RAISE_GUARD_OR_RETINUE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.CALL_MUSTER,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.NEGOTIATE_VASSALAGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.HOSTAGE_EXCHANGE,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/power.ts,PowerActionTag.PUNISHMENT_WITH_DUE_PROCESS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.CREATE_PRIVATE_QUARTERS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.SET_SCREEN_PARTITIONS,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.SECURE_STORAGE_CHEST,record.ledgerkeeping|econ.pooling_common_fund,R4:trade:seal,
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.QUIET_ZONE_DECLARATION,culture.vigil_ritual|cog.timekeeping.basic|heat.space.hearth|comm.language.written,R2:location:hearth|R3:location:hall|R5:location:hearth,
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.PRIVATE_COUNSEL_MEET,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.REDACT_SENSITIVE_RECORDS,comm.language.written|record.ledgerkeeping|econ.pooling_common_fund,R3:trade:ink|R3:text:LEDGER|R4:trade:wax|R4:trade:ink|R6:trade:ink|R6:text:LEDGER,
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.CONFIDE_TRUSTED_CONFIDANT,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.PERSONAL_TIME_BLOCK,,,no_required_memes
backend/src/rps/domain/social/from-gpt/actions-by-need/privacy.ts,PrivacyActionTag.MARKET_PRIVACY_CURTAIN,,,no_required_memes
